Symbol,Name,Sector,Industry,Type,Source,Website,LogoUrl,Exchange,ShortName,LongName,Market,FundFamily,MarketCapValue,YahooTicker,ExchangeCode
CEF,Sprott Physical Gold & Silver Trust,Financial Services,Asset Management,EQUITY,,https://www.sprott.com/investment-strategies/physical-bullion-trusts/gold-and-silver/,https://logo.clearbit.com/sprott.com,NYQ,304800,Sprott Physical Gold and Silver Trust,us_market,,3415978752,CEF,AMEX
CEFD,Etracs Monthly Pay 1.5X Index ETN,,,ETF,,,,PCX,ETRACS Monthly Pay 1.5X Leverag,ETRACS Monthly Pay 1.5X Leveraged Closed-End Fund Index ETN,us_market,UBS,,CEFD,AMEX
CEFS,Exchange Listed Funds Trust ETF,,,ETF,,,,BTS,Exchange Listed Funds Trust ETF,Saba Closed-End Funds ETF,us_market,SABA ETF,,CEFS,AMEX
CEI,Camber Energy Inc,Energy,Oil & Gas E&P,EQUITY,,https://www.camber.energy,https://logo.clearbit.com/camber.energy,ASE,"Camber Energy, Inc.","Camber Energy, Inc.",us_market,,49650000,CEI,AMEX
CEMB,Emrg Mkts Corp Bond Ishares JPM ETF,,,ETF,,,,BTS,iShares J.P. Morgan EM Corporat,iShares J.P. Morgan EM Corporate Bond ETF,us_market,iShares,,CEMB,AMEX
CET,Central Securities Corp,Financial Services,Asset Management,EQUITY,,https://www.centralsecurities.com,https://logo.clearbit.com/centralsecurities.com,NYQ,11017,Central Securities Corp.,us_market,,886781376,CET,AMEX
CEV,Eaton Vance California Muni Income Trust,Financial Services,Asset Management,EQUITY,,https://funds.eatonvance.com/California-Municipal-Income-Trust-CEV.php,https://logo.clearbit.com/funds.eatonvance.com,NYQ,10525,Eaton Vance California Municipal Income Trust,us_market,,69837744,CEV,AMEX
CEW,Wisdomtree Emerging Currency Strategy,,,ETF,,,,PCX,WisdomTree Emerging Currency St,WisdomTree Emerging Currency Strategy Fund,us_market,WisdomTree,,CEW,AMEX
CFCV,Clearbridge Focus Value ETF,,,ETF,,,,BTS,ClearBridge Focus Value ESG ETF,Clearbridge Focus Value ESG ETF,us_market,Franklin Templeton Investments,,CFCV,AMEX
CGCP,Capital Core Plus Income ETF,,,ETF,,,,PCX,Capital Group Core Plus Income ,Capital Group Core Plus Income ETF,us_market,Capital Group,,CGCP,AMEX
CGDV,Capital Dividend Value ETF,,,ETF,,,,PCX,Capital Group Dividend Value ET,Capital Group Dividend Value ETF,us_market,Capital Group,,CGDV,AMEX
CGGO,Capital Global Growth Equity ETF,,,ETF,,,,PCX,Capital Group Global Growth Equ,Capital Group Global Growth Equity ETF,us_market,Capital Group,,CGGO,AMEX
CGGR,Capital Growth ETF,,,ETF,,,,PCX,Capital Group Growth ETF Capita,Capital Group Growth ETF,us_market,Capital Group,,CGGR,AMEX
CGUS,Capital Core Equity ETF,,,ETF,,,,PCX,Capital Group Core Equity ETF C,Capital Group Core Equity ETF,us_market,Capital Group,,CGUS,AMEX
CGV,Affinity Conductor Global Equity Value,,,ETF,,,,PCX,Affinity World Leaders Equity E,Conductor Global Equity Value ETF,us_market,,,CGV,AMEX
CGW,S&P Global Water Index Invesco ETF,,,ETF,,,,PCX,Invesco S&P Global Water Index ,Invesco S&P Global Water Index ETF,us_market,Invesco,,CGW,AMEX
CGXU,Capital Intl Focus Equity ETF,,,ETF,,,,PCX,Capital Group International Foc,Capital Group International Focus Equity ETF,us_market,Capital Group,,CGXU,AMEX
CHAD,CSI 300 China A 1X Direxion,,,ETF,,,,PCX,Direxion Daily CSI 300 China A ,Direxion Daily CSI 300 China A Share Bear 1X Shares,us_market,Direxion Funds,,CHAD,AMEX
CHAU,CSI 300 China A 2X Direxion,,,ETF,,,,PCX,Direxion Daily CSI 300 China A ,Direxion Daily CSI 300 China A Share Bull 2X Shares,us_market,Direxion Funds,,CHAU,AMEX
CHGX,Diversified Impact U.S. Large Cap Fossil,,,ETF,,,,PCX,AXS Change Finance ESG ETF,AXS Change Finance ESG ETF,us_market,AXS,,CHGX,AMEX
CHIC,Gx MSCI China Communication Services ETF,,,ETF,,,,PCX,Global X Funds Global X MSCI Ch,Global X MSCI China Communication Services ETF,us_market,Global X Funds,,CHIC,AMEX
CHIE,Gx MSCI China Energy ETF,,,ETF,,,,PCX,Global X MSCI China Energy ETF,Global X MSCI China Energy ETF,us_market,Global X Funds,,CHIE,AMEX
CHIH,Gx MSCI China Health Care ETF,,,ETF,,,,PCX,Global X Funds Global X MSCI Ch,Global X MSCI China Health Care ETF,us_market,Global X Funds,,CHIH,AMEX
CHII,Gx MSCI China Industrials ETF,,,ETF,,,,PCX,Global X MSCI China Industrials,Global X MSCI China Industrials ETF,us_market,Global X Funds,,CHII,AMEX
CHIK,Gx MSCI China Information Technology ETF,,,ETF,,,,PCX,Global X Funds Global X MSCI Ch,Global X MSCI China Information Technology ETF,us_market,Global X Funds,,CHIK,AMEX
CHIM,Gx MSCI China Materials ETF,,,ETF,,,,PCX,Global X MSCI China Materials E,Global X MSCI China Materials ETF,us_market,Global X Funds,,CHIM,AMEX
CHIQ,Gx MSCI China Consumer Discretionary ETF,,,ETF,,,,PCX,Global X MSCI China Consumer Di,Global X MSCI China Consumer Discretionary ETF,us_market,Global X Funds,,CHIQ,AMEX
CHIR,Gx MSCI China Real Estate ETF,,,ETF,,,,PCX,Global X Funds Global X MSCI Ch,Global X MSCI China Real Estate ETF,us_market,Global X Funds,,CHIR,AMEX
CHIS,Gx MSCI China Consumer Staples ETF,,,ETF,,,,PCX,Global X Funds Global X MSCI Ch,Global X MSCI China Consumer Staples ETF,us_market,Global X Funds,,CHIS,AMEX
CHIU,Gx MSCI China Utilities ETF,,,ETF,,,,PCX,Global X Funds Global X MSCI Ch,Global X MSCI China Utilities ETF,us_market,Global X Funds,,CHIU,AMEX
CHIX,Gx MSCI China Financials ETF,,,ETF,,,,PCX,Global X MSCI China Financials ,Global X MSCI China Financials ETF,us_market,Global X Funds,,CHIX,AMEX
CIK,Credit Suisse Asset Management,Financial Services,Asset Management,EQUITY,,https://us-fund.credit-suisse.com/index.cfm?nav=funds&fundid=4&tab=1,https://logo.clearbit.com/us-fund.credit-suisse.com,NYQ,106937,"Credit Suisse Asset Management Income Fund, Inc.",us_market,,143908320,CIK,AMEX
CIX,Compx International Inc,Industrials,Security & Protection Services,EQUITY,,https://compxinternational.com,https://logo.clearbit.com/compxinternational.com,ASE,CompX International Inc.,CompX International Inc.,us_market,,213564288,CIX,AMEX
CKX,Ckx Lands,Energy,Oil & Gas E&P,EQUITY,,https://www.ckxlands.com,https://logo.clearbit.com/ckxlands.com,ASE,"CKX Lands, Inc.","CKX Lands, Inc.",us_market,,20396250,CKX,AMEX
CLDL,Direxion Daily Cloud Computing Bull 2X,,,ETF,,,,PCX,Direxion Daily Cloud Computing ,Direxion Daily Cloud Computing Bull 2X Shares,us_market,Direxion Funds,,CLDL,AMEX
CLDS,Direxion Daily Cloud Computing Bear 2X,,,ETF,,,,PCX,Direxion Daily Cloud Computing ,Direxion Daily Cloud Computing Bear 2X Shares,us_market,Direxion Funds,,CLDS,AMEX
CLIX,Long Online/Short Stores ETF,,,ETF,,,,PCX,ProShares Long Online/Short Sto,ProShares Long Online/Short Stores ETF,us_market,ProShares,,CLIX,AMEX
CLM,Cornerstone Strategic Value Fund,Financial Services,Asset Management,EQUITY,,https://www.cornerstonestrategicvaluefund.com,https://logo.clearbit.com/cornerstonestrategicvaluefund.com,NYQ,111422,"Cornerstone Strategic Value Fund, Inc.",us_market,,1013759424,CLM,AMEX
CLNR,IQ Cleaner Transport ETF,,,ETF,,,,PCX,IQ Cleaner Transport ETF,IQ Cleaner Transport ETF,us_market,IndexIQ,,CLNR,AMEX
CLOI,Vaneck ETF Trust Vaneck Clo ETF,,,ETF,,,,PCX,VanEck ETF Trust VanEck CLO ETF,VanEck CLO ETF,us_market,VanEck,,CLOI,AMEX
CLSA,Cabana Target Leading Sector Aggressive,,,ETF,,,,PCX,Cabana Target Leading Sector Ag,Cabana Target Leading Sector Aggressive ETF,us_market,Cabana,,CLSA,AMEX
CLSC,Cabana Target Leading Sector,,,ETF,,,,PCX,Cabana Target Leading Sector Co,Cabana Target Leading Sector Conservative ETF,us_market,Cabana,,CLSC,AMEX
CLSE,Convergence Long/Short Equity ETF,,,ETF,,,,BTS,Trust for Professional Managers,Convergence Long/Short Equity ETF,us_market,Convergence,,CLSE,AMEX
CLSM,Cabana Target Leading Sector Moderate,,,ETF,,,,PCX,Cabana Target Leading Sector Mo,Cabana Target Leading Sector Moderate ETF,us_market,Cabana,,CLSM,AMEX
CLTL,Treasury Collateral Invesco ETF,,,ETF,,,,PCX,Invesco Treasury Collateral ETF,Invesco Treasury Collateral ETF,us_market,Invesco,,CLTL,AMEX
CMBS,CMBS Ishares ETF,,,ETF,,,,PCX,iShares CMBS Bond ETF,iShares CMBS ETF,us_market,iShares,,CMBS,AMEX
CMCL,Caledonia Mining Cp,Basic Materials,Gold,EQUITY,,https://www.caledoniamining.com,https://logo.clearbit.com/caledoniamining.com,ASE,Caledonia Mining Corporation Pl,Caledonia Mining Corporation Plc,us_market,,115574800,CMCL,AMEX
CMDY,Bberg Roll Select cmdty Strategy Ishares,,,ETF,,,,PCX,iShares Bloomberg Roll Select C,iShares Bloomberg Roll Select Broad Commodity ETF,us_market,iShares,,CMDY,AMEX
CMF,California Muni Bond Ishares ETF,,,ETF,,,,PCX,iShares California Muni Bond ET,iShares California Muni Bond ETF,us_market,iShares,,CMF,AMEX
CMT,Core Molding Technologies Inc,Basic Materials,Specialty Chemicals,EQUITY,,https://www.coremt.com,https://logo.clearbit.com/coremt.com,ASE,Core Molding Technologies Inc,"Core Molding Technologies, Inc.",us_market,,77599488,CMT,AMEX
CN,Xt MSCI All China Equity ETF,,,ETF,,,,PCX,Xtrackers MSCI All China Equity,Xtrackers MSCI All China Equity ETF,us_market,Xtrackers,,CN,AMEX
CNBS,Amplify Seymour Cannabis ETF,,,ETF,,,,PCX,Amplify Seymour Cannabis ETF,Amplify Growth Opportunities ETF,us_market,Amplify ETFs,,CNBS,AMEX
CNRG,SPDR Kensho Clean Power ETF,,,ETF,,,,PCX,SPDR S&P Kensho Clean Power ETF,SPDR Kensho Clean Power ETF,us_market,SPDR State Street Global Advisors,,CNRG,AMEX
CNXT,Vaneck Chinaamc Sme-Chnext ETF,,,ETF,,,,PCX,VanEck ChiNext ETF,VanEck ChiNext ETF,us_market,VanEck,,CNXT,AMEX
CNYA,China A Ishares MSCI ETF,,,ETF,,,,BTS,iShares MSCI China A ETF,iShares MSCI China A ETF,us_market,iShares,,CNYA,AMEX
COHN,Cohen & CO Inc,Financial Services,Capital Markets,EQUITY,,https://www.cohenandcompany.com,https://logo.clearbit.com/cohenandcompany.com,ASE,Cohen & Company Inc.,Cohen & Company Inc.,us_market,,14428070,COHN,AMEX
COM,Auspice Broad Commodity Strategy ETF,,,ETF,,,,PCX,Direxion Auspice Broad Commodit,Direxion Auspice Broad Commodity Strategy ETF,us_market,Direxion Funds,,COM,AMEX
COMB,Commodity Broad Strategy No K-1 ETF,,,ETF,,,,PCX,GraniteShares Bloomberg Commodi,GraniteShares Bloomberg Commodity Broad Strategy No K-1 ETF,us_market,Graniteshares,,COMB,AMEX
COPX,Gx Copper Miners ETF,,,ETF,,,,PCX,Global X Copper Miners ETF,Global X Copper Miners ETF,us_market,Global X Funds,,COPX,AMEX
CORN,Teucrium Corn,,,ETF,,,,PCX,Teucrium Corn Fund ETV,Teucrium Corn Fund,us_market,Teucrium,,CORN,AMEX
CORP,Invest Grade Corp Bd Index ETF Pimco,,,ETF,,,,PCX,Pimco Investment Grade Corporat,PIMCO Investment Grade Corporate Bond Index Exchange-Traded Fund,us_market,PIMCO,,CORP,AMEX
COW,Ipatha.B Livestock Subindex TR ETN,,,ETF,,,,PCX,iPathA Series B Bloomberg Lives,iPath Series B Bloomberg Livestock Subindex Total Return ETN,us_market,Milleis Investissements Funds,,COW,AMEX
COWZ,Pacer US Cash Cows 100 ETF,,,ETF,,,,BTS,Pacer US Cash Cows 100 ETF,Pacer US Cash Cows 100 ETF,us_market,Pacer,,COWZ,AMEX
CPER,US Copper,,,ETF,,,,PCX,United States Copper Index Fund,"United States Copper Index Fund, LP",us_market,USCF Investments,,CPER,AMEX
CPHI,China Pharma Holdings,Healthcare,Drug Manufacturers—Specialty & Generic,EQUITY,,https://www.chinapharmaholdings.com,https://logo.clearbit.com/chinapharmaholdings.com,ASE,"China Pharma Holdings, Inc.","China Pharma Holdings, Inc.",us_market,,6670149,CPHI,AMEX
CPI,IQ Real Return ETF,,,ETF,,,,PCX,IQ Real Return ETF,IQ Real Return ETF,us_market,IndexIQ,,CPI,AMEX
CPII,Ionic Inflation Protection ETF,,,ETF,,,,PCX,Tidal ETF Trust Ionic Inflation,Ionic Inflation Protection ETF,us_market,Ionic Capital Management,,CPII,AMEX
CQP,Cheniere Energy Partners LP,Energy,Oil & Gas Midstream,EQUITY,,https://cqpir.cheniere.com,https://logo.clearbit.com/cqpir.cheniere.com,ASE,"Cheniere Energy Partners, LP Ch","Cheniere Energy Partners, L.P.",us_market,,25053184000,CQP,AMEX
CQQQ,China Technology Invesco ETF,,,ETF,,,,PCX,Invesco China Technology ETF,Invesco China Technology ETF,us_market,Invesco,,CQQQ,AMEX
CRAK,Vaneck Oil Refiners ETF,,,ETF,,,,PCX,VanEck Oil Refiners ETF,VanEck Oil Refiners ETF,us_market,VanEck,,CRAK,AMEX
CRBN,ACWI Low Carbon Target Ishares MSCI ETF,,,ETF,,,,PCX,iShares MSCI ACWI Low Carbon Ta,iShares MSCI ACWI Low Carbon Target ETF,us_market,iShares,,CRBN,AMEX
CRF,Cornerstone Strategic Return Fund,Financial Services,Asset Management,EQUITY,,https://www.cornerstonetotalreturnfund.com,https://logo.clearbit.com/cornerstonetotalreturnfund.com,NYQ,33138,"Cornerstone Total Return Fund, Inc.",us_market,,509633376,CRF,AMEX
CRIT,Optica Rare Earths & Critical Materials,,,ETF,,,,PCX,Exchange Traded Concepts Trust ,Optica Rare Earths & Critical Materials ETF,us_market,Exchange Traded Concepts,,CRIT,AMEX
CRPT,FT Skybridge Crypto Industry and Digital,,,ETF,,,,PCX,First Trust SkyBridge Crypto In,First Trust SkyBridge Crypto Industry and Digital Economy ETF,us_market,First Trust,,CRPT,AMEX
CRUZ,Defiance Hotel Airline and Cruise ETF,,,ETF,,,,PCX,"Defiance Hotel, Airline, and Cr","Defiance Hotel, Airline, and Cruise ETF",us_market,Defiance ETFs,,CRUZ,AMEX
CRYP,Advisorshares Managed Bitcoin Strategy,,,ETF,,,,PCX,AdvisorShares Trust AdvisorShar,AdvisorShares Managed Bitcoin Strategy ETF,us_market,AdvisorShares,,CRYP,AMEX
CSD,S&P Spin-Off Invesco ETF,,,ETF,,,,PCX,Invesco S&P Spin-Off ETF,Invesco S&P Spin-Off ETF,us_market,Invesco,,CSD,AMEX
CSH,Morgan Creek Exos Active Spac Arbitrage,,,ETF,,,,PCX,Listed Funds Trust Morgan Creek,Morgan Creek-Exos Active SPAC Arbitrage ETF,us_market,Morgan Creek,,CSH,AMEX
CSHI,Neos Enhanced Income Cash Alternative,,,ETF,,,,PCX,SHP ETF Trust NEOS Enhanced Inc,SHP ETF Trust - NEOS Enhanced Income Cash Alternative ETF,us_market,,,CSHI,AMEX
CSM,Large Cap Core Plus ETF,,,ETF,,,,BTS,ProShares Large Cap Core Plus,ProShares Large Cap Core Plus,us_market,ProShares,,CSM,AMEX
CTA,Simplify Managed Futures Strategy,,,ETF,,,,PCX,Simplify Exchange Traded Funds ,Simplify Managed Futures Strategy ETF,us_market,Simplify Asset Management,,CTA,AMEX
CTEK,Cynergis Tek Inc,Technology,Information Technology Services,EQUITY,,https://www.cynergistek.com,https://logo.clearbit.com/cynergistek.com,ASE,"CynergisTek, Inc.","CynergisTek, Inc.",us_market,,16482500,CTEK,AMEX
CTEX,Proshares S&P Kensho Cleantech ETF,,,ETF,,,,PCX,ProShares S&P Kensho Cleantech ,ProShares S&P Kensho Cleantech ETF,us_market,ProShares,,CTEX,AMEX
CTGO,Contango Ore Inc,Basic Materials,Gold,EQUITY,,https://www.contangoore.com,https://logo.clearbit.com/contangoore.com,ASE,"Contango ORE, Inc.","Contango Ore, Inc.",us_market,,199703360,CTGO,AMEX
CUBS,Asian Growth Cubs ETF,,,ETF,,,,PCX,Asian Growth Cubs ETF,Asian Growth Cubs ETF,us_market,Exchange Traded Concepts,,CUBS,AMEX
CURE,Healthcare Bull 3X Direxion ETF Direxion,,,ETF,,,,PCX,Direxion Daily Healthcare Bull ,Direxion Daily Healthcare Bull 3X Shares,us_market,Direxion Funds,,CURE,AMEX
CUT,MSCI Global Timber Invesco ETF,,,ETF,,,,PCX,Invesco MSCI Global Timber ETF,Invesco MSCI Global Timber ETF,us_market,Invesco,,CUT,AMEX
CVAR,ETF Opportunities Trust Cultivar ETF,,,ETF,,,,BTS,ETF Opportunities Trust Cultiva,Cultivar ETF,us_market,CULTIVAR ETF,,CVAR,AMEX
CVM,Cel-Sci Corp,Healthcare,Biotechnology,EQUITY,,https://cel-sci.com,https://logo.clearbit.com/cel-sci.com,ASE,Cel-Sci Corporation,CEL-SCI Corporation,us_market,,151355744,CVM,AMEX
CVR,Chicago Rivet & Machine Company,Industrials,Tools & Accessories,EQUITY,,https://www.chicagorivet.com,https://logo.clearbit.com/chicagorivet.com,ASE,Chicago Rivet & Machine Co.,Chicago Rivet & Machine Co.,us_market,,24636366,CVR,AMEX
CVY,Zacks Multi-Asset Income Invesco ETF,,,ETF,,,,PCX,Invesco Zacks Multi-Asset Incom,Invesco Zacks Multi-Asset Income ETF,us_market,Invesco,,CVY,AMEX
CWB,Convertible Secs Barclays Capital SPDR,,,ETF,,,,PCX,SPDR Bloomberg Convertible Secu,SPDR Bloomberg Convertible Securities ETF,us_market,SPDR State Street Global Advisors,,CWB,AMEX
CWEB,CSI China Internet Idx Bull 2X Direxion,,,ETF,,,,PCX,Direxion Daily CSI China Intern,Direxion Daily CSI China Internet Bull 2X Shares,us_market,Direxion Funds,,CWEB,AMEX
CWI,ACWI Ex-US MSCI ETF SPDR,,,ETF,,,,PCX,SPDR MSCI ACWI ex-US ETF,SPDR MSCI ACWI ex-US ETF,us_market,SPDR State Street Global Advisors,,CWI,AMEX
CWS,Advisorshares Focused Equity ETF,,,ETF,,,,PCX,AdvisorShares Focused Equity ET,AdvisorShares Focused Equity ETF,us_market,AdvisorShares,,CWS,AMEX
CYA,Simplify Tail Risk Strategy ETF,,,ETF,,,,PCX,Simplify Tail Risk Strategy ETF,Simplify Tail Risk Strategy ETF,us_market,Simplify Asset Management,,CYA,AMEX
CYB,Wisdomtree Chinese Yuan Strategy Fund,,,ETF,,,,PCX,WisdomTree Chinese Yuan Strateg,WisdomTree Chinese Yuan Strategy Fund,us_market,WisdomTree,,CYB,AMEX
CYBN,Cybin Inc,Healthcare,Biotechnology,EQUITY,,https://www.cybin.com,https://logo.clearbit.com/cybin.com,ASE,Cybin Inc.,Cybin Inc.,us_market,,88278016,CYBN,AMEX
CZA,Zacks Mid-Cap Invesco ETF,,,ETF,,,,PCX,Invesco Zacks Mid-Cap ETF,Invesco Zacks Mid-Cap ETF,us_market,Invesco,,CZA,AMEX
DALT,Anfield Capital Diversified Alternatives,,,ETF,,,,BTS,Anfield Capital Diversified Alt,Anfield Capital Diversified Alternatives ETF,us_market,Regents Park Funds,,DALT,AMEX
DAPR,FT U.S. Equity Deep Buffer ETF April,,,ETF,,,,BTS,FT Cboe Vest U.S. Equity Deep B,FT Cboe Vest U.S. Equity Deep Buffer ETF - April,us_market,First Trust,,DAPR,AMEX
DAT,Proshares Big Data Refiners ETF,,,ETF,,,,PCX,ProShares Big Data Refiners ETF,ProShares Big Data Refiners ETF,us_market,ProShares,,DAT,AMEX
DAUG,FT CBOE Vest U.S. Equity Deep Buffer ETF,,,ETF,,,,BTS,FT Cboe Vest U.S. Equity Deep B,FT Cboe Vest U.S. Equity Deep Buffer ETF - August,us_market,First Trust,,DAUG,AMEX
DBA,DB Agriculture Fund Invesco,,,ETF,,,,PCX,Invesco DB Agriculture Fund,Invesco DB Agriculture Fund,us_market,Invesco,,DBA,AMEX
DBAW,Xt MSCI All World Ex US Hedged Equity,,,ETF,,,,PCX,Xtrackers MSCI All World ex US ,Xtrackers MSCI All World ex U.S. Hedged Equity ETF,us_market,Xtrackers,,DBAW,AMEX
DBB,DB Base Metals Fund Invesco,,,ETF,,,,PCX,Invesco DB Base Metals Fund,Invesco DB Base Metals Fund,us_market,Invesco,,DBB,AMEX
DBC,DB Commodity Index Fund Invesco,,,ETF,,,,PCX,Invesco DB Commodity Index Trac,Invesco DB Commodity Index Tracking Fund,us_market,Invesco,,DBC,AMEX
DBE,DB Energy Fund Invesco,,,ETF,,,,PCX,Invesco DB Energy Fund,Invesco DB Energy Fund,us_market,Invesco,,DBE,AMEX
DBEF,Xt MSCI EAFE Hedged Equity ETF,,,ETF,,,,PCX,Xtrackers MSCI EAFE Hedged Equi,Xtrackers MSCI EAFE Hedged Equity ETF,us_market,Xtrackers,,DBEF,AMEX
DBEH,Im Dbi Hedge Strategy ETF,,,ETF,,,,PCX,iMGP DBi Hedge Strategy ETF,iMGP DBi Hedge Strategy ETF,us_market,iM Global Partner Fund Management,,DBEH,AMEX
DBEM,Xt MSCI Emerging Markets Hedged Equity,,,ETF,,,,PCX,Xtrackers MSCI Emerging Markets,Xtrackers MSCI Emerging Markets Hedged Equity ETF,us_market,Xtrackers,,DBEM,AMEX
DBEU,Xt MSCI Europe Hedged Equity ETF,,,ETF,,,,PCX,Xtrackers MSCI Europe Hedged Eq,Xtrackers MSCI Europe Hedged Equity ETF,us_market,Xtrackers,,DBEU,AMEX
DBEZ,Xt MSCI Eurozone Hedged Equity ETF,,,ETF,,,,PCX,Xtrackers MSCI Eurozone Hedged ,Xtrackers MSCI Eurozone Hedged Equity ETF,us_market,Xtrackers,,DBEZ,AMEX
DBGR,Xt MSCI Germany Hedged Equity ETF,,,ETF,,,,PCX,Xtrackers MSCI Germany Hedged E,Xtrackers MSCI Germany Hedged Equity ETF,us_market,Xtrackers,,DBGR,AMEX
DBJA,Innovator Double Stacker 9 Buffer ETF,,,ETF,,,,BTS,Innovator Double Stacker 9 Buff,Innovator Double Stacker 9 Buffer ETF - January,us_market,Innovator ETFs,,DBJA,AMEX
DBJP,Xt MSCI Japan Hedged Equity ETF,,,ETF,,,,PCX,Xtrackers MSCI Japan Hedged Equ,Xtrackers MSCI Japan Hedged Equity ETF,us_market,Xtrackers,,DBJP,AMEX
DBLV,Advisorshares Doubleline Value Equity,,,ETF,,,,PCX,AdvisorShares DoubleLine Value ,AdvisorShares DoubleLine Value Equity ETF,us_market,AdvisorShares,,DBLV,AMEX
DBMF,Im Dbi Managed Futures Strategy ETF,,,ETF,,,,PCX,iMGP DBi Managed Futures Strate,iMGP DBi Managed Futures Strategy ETF,us_market,iM Global Partner Fund Management,,DBMF,AMEX
DBND,Doubleline Opportunistic Bond ETF,,,ETF,,,,PCX,DoubleLine ETF Trust DoubleLine,DoubleLine Opportunistic Bond ETF,us_market,DOUBLELINE ETF TRUST,,DBND,AMEX
DBO,DB Oil Fund Invesco,,,ETF,,,,PCX,Invesco DB Oil Fund,Invesco DB Oil Fund,us_market,Invesco,,DBO,AMEX
DBOC,Innovator Double Stacker 9 Buffer ETF,,,ETF,,,,BTS,Innovator Double Stacker 9 Buff,Innovator Double Stacker 9 Buffer ETF – October,us_market,Innovator ETFs,,DBOC,AMEX
DBP,DB Precious Metals Fund Invesco,,,ETF,,,,PCX,Invesco DB Precious Metals Fund,Invesco DB Precious Metals Fund,us_market,Invesco,,DBP,AMEX
DBS,DB Silver Fund Invesco,,,ETF,,,,PCX,Invesco DB Silver Fund,Invesco DB Silver Fund,us_market,Invesco,,DBS,AMEX
DBV,DB G10 Currency Harvest Fund Invesco,,,ETF,,,,PCX,Invesco DB G10 Currency Harvest,Invesco DB G10 Currency Harvest Fund,us_market,Invesco,,DBV,AMEX
DC,Dakota Gold Corp,Basic Materials,Gold,EQUITY,,https://www.dakotagoldcorp.com,https://logo.clearbit.com/dakotagoldcorp.com,ASE,Dakota Gold Corp.,Dakota Gold Corp.,us_market,,,DC,AMEX
DC.W,Dakota Gold Corp WT,,,,,,,,,,,,,DC.W,AMEX
DDEC,FT CBOE Vest U.S. Equity Deep Buffer ETF,,,ETF,,,,BTS,FT Cboe Vest U.S. Equity Deep B,FT Cboe Vest U.S. Equity Deep Buffer ETF - December,us_market,First Trust,,DDEC,AMEX
DDLS,Wisdomtree Dynamic Cur-Hgd Intl Smallcap,,,ETF,,,,BTS,WisdomTree Dynamic Currency Hed,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,us_market,WisdomTree,,DDLS,AMEX
DDM,Ultra Dow30 ETF,,,ETF,,,,PCX,ProShares Ultra Dow30,ProShares Ultra Dow30,us_market,ProShares,,DDM,AMEX
DDWM,Wisdomtree Dynamic Cur-Hgd Intl Equity,,,ETF,,,,BTS,WisdomTree Dynamic Currency Hed,WisdomTree Dynamic Currency Hedged International Equity Fund,us_market,WisdomTree,,DDWM,AMEX
DECZ,Trueshares Structured Outcome Dec ETF,,,ETF,,,,BTS,TrueShares Structured Outcome (,TrueShares Structured Outcome (December) ETF,us_market,TrueShares,,DECZ,AMEX
DEED,First Trust Tcw Securitized Plus ETF,,,ETF,,,,PCX,First Trust TCW Securitized Plu,First Trust TCW Securitized Plus ETF,us_market,First Trust,,DEED,AMEX
DEEF,Xt FTSE Developed Ex US Multifactor ETF,,,ETF,,,,PCX,Xtrackers FTSE Developed ex US ,Xtrackers FTSE Developed ex US Multifactor ETF,us_market,Xtrackers,,DEEF,AMEX
DEEP,Deep Value ETF,,,ETF,,,,PCX,Roundhill Acquirers Deep Value ,Roundhill Acquirers Deep Value ETF,us_market,Roundhill Investments,,DEEP,AMEX
DEF,Defensive Equity Invesco ETF,,,ETF,,,,PCX,Invesco Defensive Equity ETF,Invesco Defensive Equity ETF,us_market,Invesco,,DEF,AMEX
DEFI,Teucrium Corn Fund Hashdex Bitcoin,,,ETF,,,,PCX,Teucrium Corn Fund Hashdex Bitc,,us_market,,,DEFI,AMEX
DEHP,Dimensional ETF Trust Dimensional,,,ETF,,,,PCX,Dimensional ETF Trust Dimension,Dimensional Emerging Markets High Profitability ETF,us_market,Dimensional Fund Advisors,,DEHP,AMEX
DEIF,Northern Lights Fund Trust IV Sterling,,,ETF,,,,PCX,Northern Lights Fund Trust IV S,Sterling Capital Diverse Multi-Manager Active ETF,us_market,Sterling Capital Funds,,DEIF,AMEX
DEM,Wisdomtree EM High Div Fund,,,ETF,,,,PCX,WisdomTree Emerging Markets Hig,WisdomTree Emerging Markets High Dividend Fund,us_market,WisdomTree,,DEM,AMEX
DES,Wisdomtree U.S. Smallcap Dividend Fund,,,ETF,,,,PCX,WisdomTree U.S. SmallCap Divide,WisdomTree U.S. SmallCap Dividend Fund,us_market,WisdomTree,,DES,AMEX
DEUS,Xt Russell US Multifactor ETF,,,ETF,,,,PCX,Xtrackers Russell US Multifacto,Xtrackers Russell US Multifactor ETF,us_market,Xtrackers,,DEUS,AMEX
DEW,Wisdomtree Global High Dividend Fund,,,ETF,,,,PCX,WisdomTree Global High Dividend,WisdomTree Global High Dividend Fund,us_market,WisdomTree,,DEW,AMEX
DFAC,Dimensional U.S. Core Equity 2 ETF,,,ETF,,,,PCX,Dimensional ETF Trust Dimension,Dimensional U.S. Core Equity 2 ETF,us_market,Dimensional Fund Advisors,,DFAC,AMEX
